page_number,kanji,meaning,on_yomi,kun_yomi,on_yomi_words,kun_yomi_words,explanation,jlpt_level
238,悪,악할 악/미워할 오,"オ, アク","い, わる","[{'kanji': '悪', 'reading': 'あく'}, {'kanji': '魔', 'reading': 'ま'}, {'kanji': '悪用', 'reading': 'あくよう'}, {'kanji': '悪徳', 'reading': 'あくとく'}, {'kanji': '邪悪', 'reading': 'じゃあく'}, {'kanji': '悪', 'reading': 'あく'}, {'kanji': '夢', 'reading': 'む'}, {'kanji': '嫌', 'reading': 'けん'}, {'kanji': '悪', 'reading': 'お'}, {'kanji': '憎', 'reading': 'ぞう'}, {'kanji': '悪', 'reading': 'お'}, {'kanji': '悪', 'reading': 'お'}, {'kanji': '寒', 'reading': 'かん'}]",[],"悪 = 亜 + 心。 亜는 亞가 변형된 것으로, ""사방이 꽉 막혀있는 요새""를 그린 모양자입니다. 「心」는 ""마음""을 뜻합니다. 悪는 ""꽉 닫혀있는(亜) 마음(心)"" -> ""악하다, 미워하다""라는 뜻의 글자입니다.",N4
239,図,그림 도,"ト, ズ","る, はか","[{'kanji': '地図', 'reading': 'ちず'}, {'kanji': '図', 'reading': 'ず'}, {'kanji': '形', 'reading': 'けい'}, {'kanji': '図', 'reading': 'ず'}, {'kanji': '面', 'reading': 'めん'}, {'kanji': '合', 'reading': 'あい'}, {'kanji': '図', 'reading': 'ず'}, {'kanji': '図', 'reading': 'と'}, {'kanji': '書館', 'reading': 'しょかん'}, {'kanji': '意図', 'reading': 'いと'}]",[],"図는 ""지도""의 모습을 본따 그린 상형문자입니다. 囗는 ""종이""를 표현한 것이고, 안쪽의 선들은 ""종이 위에 그려져있는 지도""를 표현한 것입니다.",N4
240,室,집 실,シツ,むろ,"[{'kanji': '室内', 'reading': 'しつない'}, {'kanji': '寝室', 'reading': 'しんしつ'}, {'kanji': '居室', 'reading': 'きょしつ'}, {'kanji': '正室', 'reading': 'せいしつ'}, {'kanji': '側室', 'reading': 'そくしつ'}]","[{'kanji': '氷', 'reading': 'ひ'}, {'kanji': '室', 'reading': 'むろ'}, {'kanji': '室町', 'reading': 'むろまち'}, {'kanji': '時', 'reading': 'じ'}, {'kanji': '代', 'reading': 'だい'}]","室 = 宀 + 𠫔 + 土。 「宀」는 ""집""을 뜻합니다. 「土」는 ""흙, 땅""을 뜻합니다. 𠫔는 여기서는 ""책상""을 그린 모양자입니다. 室는 ""집(宀) 안의 바닥(土)에 놓인 책상(𠫔)"" -> ""방, 거실""이라는 뜻의 글자입니다.",N4
241,太,클 태,"タ, タイ","る, い, ふと","[{'kanji': '太陽', 'reading': 'たいよう'}, {'kanji': '皇太', 'reading': 'こうたい'}, {'kanji': '子', 'reading': 'し'}, {'kanji': '丸', 'reading': 'まる'}, {'kanji': '太', 'reading': 'た'}]",[],"太는 ""크다""를 뜻하는「大」에 점(丶)을 하나 더 찍어서 ""(더더욱) 크다, 굵다""라는 뜻을 표현한 글자입니다.",N4
242,歩,걸음 보,"フ, ホ, ブ","あゆ, む, ある, く","[{'kanji': '横断', 'reading': 'おうだん'}, {'kanji': '歩', 'reading': 'ほ'}, {'kanji': '道', 'reading': 'どう'}, {'kanji': '徒歩', 'reading': 'とほ'}, {'kanji': '歩', 'reading': 'ほ'}, {'kanji': '道', 'reading': 'どう'}, {'kanji': '橋', 'reading': 'きょう'}, {'kanji': '歩', 'reading': 'ぶ'}, {'kanji': '合', 'reading': 'あい'}, {'kanji': '歩', 'reading': 'ふ'}]",[],"歩 = 止 + 少。 「止」는 ""발""을 뜻합니다. 「少」는 ""적다""라는 뜻입니다. 歩는 ""어린아이(少)가 아장아장 걷다(止)"" -> ""걷다""라는 뜻의 글자입니다.",N4
243,風,바람 풍,"フウ, フ","かざ, かぜ","[{'kanji': '台風', 'reading': 'たいふう'}, {'kanji': '強', 'reading': 'きょう'}, {'kanji': '風', 'reading': 'ふう'}, {'kanji': '和', 'reading': 'わ'}, {'kanji': '風', 'reading': 'ふう'}, {'kanji': '風', 'reading': 'ふう'}, {'kanji': '流', 'reading': 'りゅう'}, {'kanji': '風', 'reading': 'ふう'}, {'kanji': '習', 'reading': 'しゅう'}, {'kanji': '風', 'reading': 'ふ'}, {'kanji': '情', 'reading': 'ぜい'}, {'kanji': '風呂', 'reading': 'ふろ'}]","[{'kanji': '風', 'reading': 'かぜ'}, {'kanji': '秋風', 'reading': 'あきかぜ'}, {'kanji': '風穴', 'reading': 'かざあな'}]","風는 ""봉황""의 모습을 그린 상형문자입니다. ""봉황의 날갯짓"" -> ""바람""이라는 의미입니다.",N4
244,紙,종이 지,シ,かみ,"[{'kanji': '紙', 'reading': 'し'}, {'kanji': '面', 'reading': 'めん'}, {'kanji': '用', 'reading': 'よう'}, {'kanji': '紙', 'reading': 'し'}]","[{'kanji': '紙', 'reading': 'かみ'}, {'kanji': '紙', 'reading': 'かみ'}, {'kanji': '切', 'reading': 'き'}]","紙 = 糸 + 氏。 (의미부)「糸」는 ""실""을 뜻합니다. (소리부)氏(シ - ""성씨 씨"")는 ""성씨""를 뜻하는 상용한자입니다. 다만 여기서는 소리부(シ)의 역할만 하고 있습니다. 종이가 없던 시대에는 종종 실로 짠 비단에 글을 써서 남기곤 했습니다. 紙는 ""(종이 대신 사용한) 실(糸)로 짠 비단"" -> ""종이""라는 뜻의 글자입니다(氏는 소리부).",N4
245,黒,검을 흑,コク,"くろ, い","[{'kanji': '暗黒', 'reading': 'あんこく'}, {'kanji': '黒人', 'reading': 'こくじん'}, {'kanji': '漆黒', 'reading': 'しっこく'}]","[{'kanji': '黒', 'reading': 'くろ'}, {'kanji': '服', 'reading': 'ふく'}, {'kanji': '黒白', 'reading': 'くろしろ'}, {'kanji': '黒幕', 'reading': 'くろまく'}]","黒 = 里 + 灬。 「里」는 ""마을""을 뜻합니다. 「灬」는 ""불""을 뜻하는 부수입니다(링크 참조). 黒는 ""화재(灬)로 검게 불탄 마을(里)"" -> ""검다""라는 뜻의 글자입니다.",N4
246,春,봄 춘,シュン,はる,"[{'kanji': '青', 'reading': 'せい'}, {'kanji': '春', 'reading': 'しゅん'}, {'kanji': '立', 'reading': 'りっ'}, {'kanji': '春', 'reading': 'しゅん'}, {'kanji': '売', 'reading': 'ばい'}, {'kanji': '春', 'reading': 'しゅん'}]","[{'kanji': '春', 'reading': 'はる'}, {'kanji': '春雨', 'reading': 'はるさめ'}]","春 = 𡗗 + 日。 𡗗는 여기서는 ""새싹이 올라오는 모습""을 그린 모양자입니다. 「日」는 ""태양""을 뜻합니다. 春는 ""따스한 봄 햇살(日)을 받으며 땅 위로 올라오는 새싹(𡗗)"" -> ""봄""이라는 뜻의 글자입니다.",N4
247,赤,붉을 적,"シャク, セキ","らめる, らむ, い, あか","[{'kanji': '赤道', 'reading': 'せきどう'}, {'kanji': '赤面', 'reading': 'せきめん'}, {'kanji': '赤', 'reading': 'しゃく'}, {'kanji': '銅', 'reading': 'どう'}]",[],"赤 = 土 + 火。 「土」는 ""흙""을 뜻합니다. 「火」는 ""불""을 뜻합니다. 赤는 ""불(火)처럼 빨간 적토(土)"" -> ""빨강, 붉다""라는 뜻의 글자입니다.",N4
248,青,푸를 청,"ショウ, セイ","あお, い","[{'kanji': '青天', 'reading': 'せいてん'}, {'kanji': '青年', 'reading': 'せいねん'}, {'kanji': '青', 'reading': 'せい'}, {'kanji': '春', 'reading': 'しゅん'}, {'kanji': '緑', 'reading': 'ろく'}, {'kanji': '青', 'reading': 'しょう'}, {'kanji': '群', 'reading': 'ぐん'}, {'kanji': '青', 'reading': 'じょう'}]","[{'kanji': '青空', 'reading': 'あおぞら'}, {'kanji': '青', 'reading': 'あお'}, {'kanji': '菜', 'reading': 'な'}, {'kanji': '青', 'reading': 'あお'}, {'kanji': '海', 'reading': 'うみ'}]","青 = 龶 + 月。 (소리부 겸 의미부)龶는 여기서는「生」(セイ・ショウ)가 축약된 것으로, ""생명, 태어나다""라는 뜻입니다. (의미부)「月」는 ""달""을 뜻합니다. 青는 ""푸른 새싹(生) + 푸른 달(月)"" -> ""푸르다""라는 뜻의 글자입니다. (生는 소리부도 겸함)",N4
249,森,숲 삼,シン,もり,"[{'kanji': '森林', 'reading': 'しんりん'}]","[{'kanji': '森', 'reading': 'もり'}]","森 = 木 + 木 + 木。 「木」는 ""나무""를 뜻합니다. 森는 ""나무(木)가 울창한 숲"" -> ""숲""이라는 뜻의 글자입니다.",N4
250,館,집 관,カン,やかた,"[{'kanji': '旅館', 'reading': 'りょかん'}, {'kanji': '図', 'reading': 'と'}, {'kanji': '書館', 'reading': 'しょかん'}, {'kanji': '映', 'reading': 'えい'}, {'kanji': '画', 'reading': 'が'}, {'kanji': '館', 'reading': 'かん'}]","[{'kanji': '館', 'reading': 'やかた'}]","館 = 食 + 官。 (의미부)「食」는 ""먹다""라는 뜻입니다. (소리부 겸 의미부)官(カン - ""벼슬 관"")은 ""관청, 관리""를 뜻하는 상용한자입니다. 館는 ""관청(官)의 관리들이 식사하는(食) 커다란 건물"" -> ""큰 건물""이라는 뜻의 글자입니다. (官은 소리부도 겸함)",N4
251,屋,집 옥,オク,や,"[{'kanji': '家', 'reading': 'か'}, {'kanji': '屋', 'reading': 'おく'}, {'kanji': '屋', 'reading': 'おく'}, {'kanji': '上', 'reading': 'じょう'}]","[{'kanji': '屋根', 'reading': 'やね'}, {'kanji': '本', 'reading': 'ほん'}, {'kanji': '屋', 'reading': 'や'}, {'kanji': '花', 'reading': 'はな'}, {'kanji': '屋', 'reading': 'や'}, {'kanji': '酒', 'reading': 'さか'}, {'kanji': '屋', 'reading': 'や'}, {'kanji': '部屋', 'reading': 'へや'}]","屋 = 尸 + 𠫔 + 土。 「尸」는 ""지붕, 집""을 뜻하는 부수입니다(링크 참조). 𠫔+土는 여기서는「室」가 축약된 것으로, ""집""을 뜻합니다. 屋는 ""집(室) 위의 지붕(尸)"" -> ""지붕, 집""이라는 뜻의 글자입니다.",N4
252,色,빛 색,"ショク, シキ",いろ,"[{'kanji': '特', 'reading': 'とく'}, {'kanji': '色', 'reading': 'しょく'}, {'kanji': '着', 'reading': 'ちゃく'}, {'kanji': '色', 'reading': 'しょく'}, {'kanji': '女', 'reading': 'じょ'}, {'kanji': '色', 'reading': 'しょく'}, {'kanji': '色彩', 'reading': 'しきさい'}, {'kanji': '色欲', 'reading': 'しきよく'}]","[{'kanji': '色紙', 'reading': 'いろがみ'}, {'kanji': '黄', 'reading': 'き'}, {'kanji': '色', 'reading': 'いろ'}, {'kanji': '灰色', 'reading': 'はいいろ'}]","色는 ""남녀가 성관계를 맺고 있는 모습""을 그린 상형문자입니다. ""성관계 중에 얼굴이 붉어지다"" -> ""색채, 정욕""이라는 의미입니다.",N4
253,走,달릴 주,ソウ,"はし, る","[{'kanji': '走行', 'reading': 'そうこう'}, {'kanji': '走者', 'reading': 'そうしゃ'}]",[],"走 = 土 + 止。 「土」는 ""흙, 땅""을 뜻합니다. 「止」는 ""발""을 뜻합니다. 走는 ""땅(土) 위를 달리는 발(止)"" -> ""달리다""라는 뜻의 글자입니다.",N4
254,秋,가을 추,シュウ,あき,"[{'kanji': '秋', 'reading': 'しゅう'}, {'kanji': '季', 'reading': 'き'}, {'kanji': '秋', 'reading': 'しゅう'}, {'kanji': '分', 'reading': 'ぶん'}]","[{'kanji': '秋', 'reading': 'あき'}, {'kanji': '秋', 'reading': 'あき'}, {'kanji': '雨', 'reading': 'さめ'}]","秋 = 禾 + 火。 「禾」는 ""곡식""을 뜻합니다. 「火」는 ""불""을 뜻합니다. 秋는 ""곡식(禾)이 익는(火) 계절"" -> ""가을""이라는 뜻의 글자입니다.",N4
255,林,수풀 림,リン,はやし,"[{'kanji': '森林', 'reading': 'しんりん'}, {'kanji': '山林', 'reading': 'さんりん'}]","[{'kanji': '松', 'reading': 'まつ'}, {'kanji': '林', 'reading': 'ばやし'}]","林 = 木 + 木。 「木」는 ""나무""를 뜻합니다. 林는 ""나무(木)가 많은 곳"" -> ""숲""이라는 뜻의 글자입니다. 참고) 林는「森」에 비해 크기가 조금 작은 숲을 뜻합니다.",N4
256,夏,여름 하,"ゲ, カ",なつ,"[{'kanji': '夏季', 'reading': 'かき'}, {'kanji': '初', 'reading': 'しょ'}, {'kanji': '夏', 'reading': 'か'}, {'kanji': '夏至', 'reading': 'げし'}]","[{'kanji': '夏', 'reading': 'なつ'}, {'kanji': '夏休', 'reading': 'なつやす'}]","夏 = 𦣻 + 夂。 𦣻는 여기서는「頁」가 축약된 것으로, ""머리""를 뜻합니다. 「夂」는 ""발""을 뜻합니다. 夏는 ""머리(𦣻)부터 발끝(夂)까지 땀으로 푹 젖다"" -> ""여름""이라는 뜻의 글자입니다.",N4
257,顔,낯 안,ガン,かお,"[{'kanji': '顔面', 'reading': 'がんめん'}, {'kanji': '童顔', 'reading': 'どうがん'}]","[{'kanji': '顔', 'reading': 'かお'}, {'kanji': '顔色', 'reading': 'かおいろ'}, {'kanji': '顔', 'reading': 'かお'}, {'kanji': '立', 'reading': 'だ'}]","顔 = 彦 + 頁。 彦는 여기서는 ""콧수염""을 그린 모양자입니다. 产는 코, 彡는 수염을 각각 표현한 것입니다. 「頁」는 ""머리""를 뜻합니다. 顔는 ""콧수염(彦)을 기른 얼굴(頁)"" -> ""얼굴""이라는 뜻의 글자입니다.",N4
258,短,짧을 단,タン,"い, みじか","[{'kanji': '長', 'reading': 'ちょう'}, {'kanji': '短', 'reading': 'たん'}, {'kanji': '短', 'reading': 'たん'}, {'kanji': '期', 'reading': 'き'}, {'kanji': '短編', 'reading': 'たんぺん'}]","[{'kanji': '短', 'reading': 'みじか'}, {'kanji': '話', 'reading': 'はなし'}]","短 = 矢 + 豆。 「矢」는 ""화살""을 뜻합니다. 「豆」는 ""콩""을 뜻합니다. 短는 ""콩알만한(豆) 표적도 화살(矢)로 맞출 수 있을 만큼 짧은 거리"" -> ""짧다""라는 뜻의 글자입니다.",N4
259,薬,약 약,ヤク,くすり,"[{'kanji': '薬品', 'reading': 'やくひん'}, {'kanji': '薬', 'reading': 'やっ'}, {'kanji': '局', 'reading': 'きょく'}, {'kanji': '薬用', 'reading': 'やくよう'}, {'kanji': '麻', 'reading': 'ま'}, {'kanji': '薬', 'reading': 'やく'}]","[{'kanji': '薬', 'reading': 'くすり'}, {'kanji': '飲', 'reading': 'の'}, {'kanji': '薬', 'reading': 'ぐすり'}, {'kanji': '薬', 'reading': 'くすり'}, {'kanji': '屋', 'reading': 'や'}]","薬 = 艹 + 楽。 「艹」는 ""풀""을 뜻합니다. 「楽」는 ""즐겁다, 편안하다""라는 뜻입니다. 薬는 ""아픈 사람을 편안하게(楽) 해 주는 약초(艹)"" -> ""약, 약재""라는 뜻의 글자입니다.",N4
260,習,익힐 습,シュウ,"う, なら","[{'kanji': '学', 'reading': 'がく'}, {'kanji': '習', 'reading': 'しゅう'}, {'kanji': '練', 'reading': 'れん'}, {'kanji': '習', 'reading': 'しゅう'}, {'kanji': '習', 'reading': 'しゅう'}, {'kanji': '慣', 'reading': 'かん'}, {'kanji': '習', 'reading': 'しゅう'}, {'kanji': '得', 'reading': 'とく'}]",[],"習 = 羽 + 白。 羽(""깃 우"")는 ""날개, 깃털""을 뜻하는 상용한자입니다. 「白」는 ""흰색""을 뜻합니다. 習는 ""처음 날갯짓(羽)을 배우는하얀(白) 아기새"" -> ""배우다, 익히다""라는 뜻의 글자입니다.",N4
261,便,편할 편,"ビン, ベン","たよ, り","[{'kanji': '便', 'reading': 'べん'}, {'kanji': '利', 'reading': 'り'}, {'kanji': '不', 'reading': 'ふ'}, {'kanji': '便', 'reading': 'べん'}, {'kanji': '便所', 'reading': 'べんじょ'}, {'kanji': '便', 'reading': 'べん'}, {'kanji': '宜', 'reading': 'ぎ'}, {'kanji': '郵便', 'reading': 'ゆうびん'}, {'kanji': '航空便', 'reading': 'こうくうびん'}]",[],"便 = 亻 + 更。 「亻」는 ""사람""을 뜻합니다. 更(""고칠 경/갱"")은 ""고치다, 바꾸다""라는 뜻의 상용한자입니다. 便는 ""사람(亻)이 불편한 점을 고쳐서(更) 편안해지다""라는 뜻입니다. 여기서 ""불편한 점""이란 ""대소변""을 뜻합니다. ""대소변을 해결하고 편안해지다"" -> ""대소변, 편리하다""라는 의미입니다.",N4
262,洋,큰 바다 양,ヨウ,,"[{'kanji': '海洋', 'reading': 'かいよう'}, {'kanji': '東洋', 'reading': 'とうよう'}, {'kanji': '西洋', 'reading': 'せいよう'}, {'kanji': '洋楽', 'reading': 'ようがく'}]",[],"洋 = 氵 + 羊。 (의미부)「氵」는 ""물""을 뜻합니다. (소리부)「羊」(ヨウ)는 ""양""을 뜻하는 부수입니다. 다만 여기서는 소리부(ヨウ)의 역할만 하고 있습니다. 洋는 ""물(氵)"" -> ""대양""이라는 뜻의 글자입니다(羊는 소리부).",N4
263,旅,나그네 여,リョ,たび,"[{'kanji': '旅行', 'reading': 'りょこう'}, {'kanji': '旅館', 'reading': 'りょかん'}]",[],"旅 =𭤨+𧘇。 「𭤨」는 ""바람에 나부끼는 깃발""을 뜻합니다. 𧘇는 여기서는「亻」두 개가 합쳐진 것으로, ""여러 명의 사람들(亻)""이라는 뜻입니다. 旅는 ""군기(𭤨)를 휘날리며 원정을 떠나는 병사들(𧘇)"" -> ""여행""이라는 뜻의 글자입니다.",N4
264,軽,가벼울 경,ケイ,"かる, やか, い, かろ","[{'kanji': '軽快', 'reading': 'けいかい'}, {'kanji': '軽', 'reading': 'けい'}, {'kanji': '視', 'reading': 'し'}, {'kanji': '軽', 'reading': 'けい'}, {'kanji': '傷', 'reading': 'しょう'}]",[],"軽 = 車 + 圣。 (의미부)「車」는 ""수레, 차""를 뜻합니다. (소리부 겸 의미부)「圣」(ケイ)는 ""지나가다""라는 뜻의 글자입니다(링크 참조). 軽는 ""마차(車)가 가볍게 지나가다(圣)"" -> ""가볍다""라는 뜻의 글자입니다. (圣는 소리부도 겸함)",N4
265,池,못 지,チ,いけ,"[{'kanji': '貯水', 'reading': 'ちょすい'}, {'kanji': '池', 'reading': 'ち'}, {'kanji': '電', 'reading': 'でん'}, {'kanji': '池', 'reading': 'ち'}]","[{'kanji': '池', 'reading': 'いけ'}, {'kanji': '古池', 'reading': 'ふるいけ'}]","池 = 氵 + 也。 (의미부)「氵」는 ""물""을 뜻합니다. (소리부 겸 의미부)也는 여기서는「地」(チ)가 축약된 것으로, ""땅""을 뜻합니다. 池는 ""땅(地) 위의 물웅덩이(氵)"" -> ""연못""이라는 뜻의 글자입니다. (也->地는 소리부도 겸함)",N4
266,服,옷 복,フク,,"[{'kanji': '衣', 'reading': 'い'}, {'kanji': '服', 'reading': 'ふく'}, {'kanji': '服装', 'reading': 'ふくそう'}, {'kanji': '征服', 'reading': 'せいふく'}, {'kanji': '服', 'reading': 'ふく'}, {'kanji': '従', 'reading': 'じゅう'}]",[],"服 = 月 + 卩 + 又。 「月」는 ""달""을 뜻합니다. 「卩」는 ""무릎꿇은 사람""을 뜻하는 부수입니다(링크 참조). 「又」는 ""손""을 뜻합니다. 服는 ""밤도둑(月)을 잡아서(又) 무릎꿇리다(卩)""라는 뜻입니다. 이라는 의미입니다.",N4
267,遠,멀 원,"エン, オン","とお, い","[{'kanji': '永遠', 'reading': 'えいえん'}, {'kanji': '遠近', 'reading': 'えんきん'}, {'kanji': '遠征', 'reading': 'えんせい'}, {'kanji': '遠足', 'reading': 'えんそく'}, {'kanji': '久', 'reading': 'く'}, {'kanji': '遠', 'reading': 'おん'}]",[],"遠 = ⻌ + 袁。 (의미부)「⻌」는 ""길""을 뜻합니다. (소리부 겸 의미부)「袁」(エン)은 ""길다, 헐렁하다""라는 뜻의 글자입니다(링크 참조). 遠는 ""기나긴(袁) 길(⻌)"" -> ""멀다""라는 뜻의 글자입니다. (袁는 소리부(エン -> エン・オン)도 겸함)",N4
